标题,视频链接,封面图链接,时长,发布时间
00後記-為什麼拿落花詩來練習行書的大小和粗細,//v.youku.com/v_show/id_XNTE4MTE0MzY0OA==.html?playMode=pugv,"https://m.ykimg.com/054F060160ED4E4C0000015A8203190C?x-oss-process=image/resize,w_500",04:13,2021-7-13 16:28
29謂法相常-輙以輕塵_陰符經聖教序,//v.youku.com/v_show/id_XNTE3OTE2MTg5Mg==.html?playMode=pugv,"https://m.ykimg.com/054F060160E659B5000001122507E1AE?x-oss-process=image/resize,w_500",13:00,2021-7-8 09:53
27恒河終期-福寺翻譯_陰符經聖教序,//v.youku.com/v_show/id_XNTE3OTE2MTE5Ng==.html?playMode=pugv,"https://m.ykimg.com/054F060160E659830000011F7E0BDAA4?x-oss-process=image/resize,w_500",12:56,2021-7-8 09:52
28聖教要文-揚斯旨所_陰符經聖教序,//v.youku.com/v_show/id_XNTE3OTE2MTQ3Mg==.html?playMode=pugv,"https://m.ykimg.com/054F060160E6599A000001655204F4BC?x-oss-process=image/resize,w_500",13:19,2021-7-8 09:51
26凝情定室-真文遠涉_陰符經聖教序,//v.youku.com/v_show/id_XNTE3ODc4MjQ4OA==.html?playMode=pugv,"https://m.ykimg.com/054F060160E50F070000015A010C7076?x-oss-process=image/resize,w_500",13:50,2021-7-7 10:22
25區分義總-浮華之世_陰符經聖教序,//v.youku.com/v_show/id_XNTE3ODc3ODYzNg==.html?playMode=pugv,"https://m.ykimg.com/054F060160E50CF40000010B520922B7?x-oss-process=image/resize,w_500",15:38,2021-7-7 10:13
24寂靡歸心-會於海万_陰符經聖教序,//v.youku.com/v_show/id_XNTE3ODc3NTI3Mg==.html?playMode=pugv,"https://m.ykimg.com/054F060160E50B760000015F03002B0B?x-oss-process=image/resize,w_500",15:42,2021-7-7 10:06
23加朽骨石-以法性凝_陰符經聖教序,//v.youku.com/v_show/id_XNTE3ODc1MzI2MA==.html?playMode=pugv,"https://m.ykimg.com/054F060160E509E20000016C670AADF7?x-oss-process=image/resize,w_500",15:28,2021-7-7 10:00
22於鹿菀排-朝萬國恩_陰符經聖教序,//v.youku.com/v_show/id_XNTE3ODc1MDIzNg==.html?playMode=pugv,"https://m.ykimg.com/054F060160E4FEB70000012A280634A6?x-oss-process=image/resize,w_500",14:42,2021-7-7 09:11
21而長飛道-雙輪於鹿_陰符經聖教序,//v.youku.com/v_show/id_XNTE3ODM4MTUxNg==.html?playMode=pugv,"https://m.ykimg.com/054F060160E3BB3400000160DF0D3213?x-oss-process=image/resize,w_500",15:13,2021-7-6 10:11
20慈所被業-以名無翼_陰符經聖教序,//v.youku.com/v_show/id_XNTE3ODM3NjUxNg==.html?playMode=pugv,"https://m.ykimg.com/054F060160E3B97A0000017D37055E62?x-oss-process=image/resize,w_500",14:03,2021-7-6 10:03
19之軌躅也-際故知聖_陰符經聖教序,//v.youku.com/v_show/id_XNTE3ODM3NDIxNg==.html?playMode=pugv,"https://m.ykimg.com/054F060160E3B73800000129F90ADEA4?x-oss-process=image/resize,w_500",18:00,2021-7-6 09:57
18大唐皇帝-玄宗眾經_陰符經聖教序,//v.youku.com/v_show/id_XNTE3ODM3MDQ4MA==.html?playMode=pugv,"https://m.ykimg.com/054F060160E3B5BD00000172140A90DF?x-oss-process=image/resize,w_500",19:12,2021-7-6 09:49
16而桂質本-識不緣慶_陰符經聖教序,//v.youku.com/v_show/id_XNTE3ODM2NzEwNA==.html?playMode=pugv,"https://m.ykimg.com/054F060160E3B4130000011D2707B95B?x-oss-process=image/resize,w_500",16:18,2021-7-6 09:42
17而求慶方-褚遂良書_上半段完(陰符經聖教序),//v.youku.com/v_show/id_XNTE3Nzk2NDgwOA==.html?playMode=pugv,"https://m.ykimg.com/054F060160E27AB8000001360608E517?x-oss-process=image/resize,w_500",14:23,2021-7-5 11:35
14夏宣揚勝-昏波同臻_陰符經聖教序,//v.youku.com/v_show/id_XNTE3Nzk2MTk3Mg==.html?playMode=pugv,"https://m.ykimg.com/054F060160E2796C000001703D0660B7?x-oss-process=image/resize,w_500",18:24,2021-7-5 11:20
15彼岸是知-蓮性自潔_陰符經聖教序,//v.youku.com/v_show/id_XNTE3Nzk2MjM2MA==.html?playMode=pugv,"https://m.ykimg.com/054F060160E2798D00000170D4033535?x-oss-process=image/resize,w_500",16:59,2021-7-5 11:19
12周遊西宇-探賾妙門_陰符經聖教序,//v.youku.com/v_show/id_XNTE3Nzk2MDc3Mg==.html?playMode=pugv,"https://m.ykimg.com/054F060160E2785B0000015C39063596?x-oss-process=image/resize,w_500",20:16,2021-7-5 11:16
11杖策孤征-求深願達_陰符經聖教序,//v.youku.com/v_show/id_XNTE3Nzk1OTQ0NA==.html?playMode=pugv,"https://m.ykimg.com/054F060160E2779500000172460C97D9?x-oss-process=image/resize,w_500",18:57,2021-7-5 11:11
05知蠢蠢凡-分蹟之時_陰符經聖教序,//v.youku.com/v_show/id_XNTE3NTAwNDMwNA==.html?playMode=pugv,"https://m.ykimg.com/054F040860CD8BF100000130910126B0?x-oss-process=image/resize,w_500",15:34,2021-6-28 08:33
04細之則攝-測其源故_陰符經聖教序,//v.youku.com/v_show/id_XNTE3NTAwMjM0NA==.html?playMode=pugv,"https://m.ykimg.com/054F040860CD8BDF000001539C0AF601?x-oss-process=image/resize,w_500",16:08,2021-6-28 08:26
13精窮奧業-部譯布中_陰符經聖教序,//v.youku.com/v_show/id_XNTE3MTg0Mjc2OA==.html?playMode=pugv,"https://m.ykimg.com/054F060160CFE0B80000013948002256?x-oss-process=image/resize,w_500",16:43,2021-6-21 09:24
07於是微言-所以空有_陰符經聖教序,//v.youku.com/v_show/id_XNTE3MTgzMTAyMA==.html?playMode=pugv,"https://m.ykimg.com/054F060160CFD1300000016A72044121?x-oss-process=image/resize,w_500",18:47,2021-6-21 08:46
08之論或習-先苞四忍_陰符經聖教序,//v.youku.com/v_show/id_XNTE3MTgzMTAwNA==.html?playMode=pugv,"https://m.ykimg.com/054F060160CFD1090000014A140D6DEF?x-oss-process=image/resize,w_500",16:21,2021-6-21 08:44
10悲正法之-垂危遠邁_陰符經聖教序,//v.youku.com/v_show/id_XNTE3MTgzMTg2MA==.html?playMode=pugv,"https://m.ykimg.com/054F060160CFD1A300000127FD0BBD81?x-oss-process=image/resize,w_500",16:53,2021-6-21 08:44
09之行松風-凝心內境_陰符經聖教序,//v.youku.com/v_show/id_XNTE3MTgzMTAwOA==.html?playMode=pugv,"https://m.ykimg.com/054F060160CFD1090000017CFE07381A?x-oss-process=image/resize,w_500",16:23,2021-6-21 08:43
06言未馳而-四八之相_陰符經聖教序,//v.youku.com/v_show/id_XNTE3MTY0Nzc0MA==.html?playMode=pugv,"https://m.ykimg.com/054F060160CEF1EF0000014769080287?x-oss-process=image/resize,w_500",17:39,2021-6-20 17:47
03愚不惑形-彌於宇宙(陰符經聖教序),//v.youku.com/v_show/id_XNTE3MTI1MTk0MA==.html?playMode=pugv,"https://m.ykimg.com/054F060160CD8A6A0000010FB1060F1F?x-oss-process=image/resize,w_500",18:37,2021-6-19 14:43
02陰洞陽賢-顯可徵雖(陰符經聖教序),//v.youku.com/v_show/id_XNTE3MTI1MTk2OA==.html?playMode=pugv,"https://m.ykimg.com/054F060160CD8A8F0000014F910C61E1?x-oss-process=image/resize,w_500",20:31,2021-6-19 14:40
01大唐三藏-識其端明(陰符經聖教序),//v.youku.com/v_show/id_XNTE3MTI1MjAwOA==.html?playMode=pugv,"https://m.ykimg.com/054F060160CD8B2E00000140710AEE0F?x-oss-process=image/resize,w_500",25:47,2021-6-19 14:39
05知蠢蠢凡-分蹟之時(陰符經聖教序),//v.youku.com/v_show/id_XNTE3MTI1NTY1Mg==.html?playMode=pugv,"https://m.ykimg.com/054F060160CD8BF1000001309107C4D7?x-oss-process=image/resize,w_500",15:34,2021-6-19 14:39
04細之則攝-測其源故(陰符經聖教序),//v.youku.com/v_show/id_XNTE3MTI1NTM3Mg==.html?playMode=pugv,"https://m.ykimg.com/054F060160CD8BDF000001539C0669C8?x-oss-process=image/resize,w_500",16:08,2021-6-19 14:38
書譜千字文1天地玄黃-形端表正(陳忠建創作),//v.youku.com/v_show/id_XNTE2Njk4ODg5Ng==.html?playMode=pugv,"https://m.ykimg.com/054F060160C07042000001567D0F12C4?x-oss-process=image/resize,w_500",43:38,2021-6-9 15:51
書譜千字文4貽厥嘉猷-焉哉乎也(陳忠建創作),//v.youku.com/v_show/id_XNTE2Njk5NjI4OA==.html?playMode=pugv,"https://m.ykimg.com/054F060160C0708E00000101FE06412D?x-oss-process=image/resize,w_500",42:03,2021-6-9 15:51
書譜千字文2墨悲絲染-鼓瑟吹笙(陳忠建創作),//v.youku.com/v_show/id_XNTE2Njk4ODkwMA==.html?playMode=pugv,"https://m.ykimg.com/054F060160C06F960000016EF40D0AF5?x-oss-process=image/resize,w_500",43:29,2021-6-9 15:49
書譜千字文3陞階納陛-鑒貌辨色(陳忠建創作),//v.youku.com/v_show/id_XNTE2Njk4ODczMg==.html?playMode=pugv,"https://m.ykimg.com/054F060160C06E8C0000012B9A07B9FE?x-oss-process=image/resize,w_500",32:03,2021-6-9 15:43
06破除橫平豎直的迷信,//v.youku.com/v_show/id_XNTA5MzEwODU0NA==.html?playMode=pugv,"https://m.ykimg.com/054F06016016A5320000012C50062337?x-oss-process=image/resize,w_500",12:40,2021-1-31 20:44
05寫字要因材施教-給小學老師,//v.youku.com/v_show/id_XNTA4NTYxMTg4OA==.html?playMode=pugv,"https://m.ykimg.com/054F0601600FCB6200000120570B8D73?x-oss-process=image/resize,w_500",16:40,2021-1-26 16:04
04放鬆寫字才是王道,//v.youku.com/v_show/id_XNTA4MzQ2ODA0OA==.html?playMode=pugv,"https://m.ykimg.com/054F0601600E6C500000013D51006AD0?x-oss-process=image/resize,w_500",10:34,2021-1-25 15:08
03送出要注意方向性及弧度,//v.youku.com/v_show/id_XNTA3Mjk4NzI5Mg==.html?playMode=pugv,"https://m.ykimg.com/054F06016007966F00000143CA040A0A?x-oss-process=image/resize,w_500",18:19,2021-1-20 10:38
02一招半式闖江湖-停住或送出,//v.youku.com/v_show/id_XNTA3MDkyNTI1Ng==.html?playMode=pugv,"https://m.ykimg.com/054F060160064CEE000001619E002290?x-oss-process=image/resize,w_500",07:38,2021-1-19 11:13
第1講-硬筆教學本小利大,//v.youku.com/v_show/id_XNTA2OTAzNDQ4MA==.html?playMode=pugv,"https://m.ykimg.com/054F0601600502B2000001513601EB39?x-oss-process=image/resize,w_500",06:34,2021-1-18 11:40
單鈎執筆寫大字的技巧解說-加字幕,//v.youku.com/v_show/id_XNDY3Mzk2Nzc0OA==.html?playMode=pugv,"https://m.ykimg.com/054F01015EBE502F5A50FC9993612A1E?x-oss-process=image/resize,w_500",08:36,2020-5-15 16:19
始平公千字文42孤陋寡聞愚蒙等誚謂語助者焉哉乎也陳忠建書.mp4,//v.youku.com/v_show/id_XNDU4NzQzOTg5Mg==.html?playMode=pugv,"https://m.ykimg.com/054F06015E6C71550000017BDE0D09D1?x-oss-process=image/resize,w_500",06:49,2020-3-14 15:01
始平公千字文41指薪修祜永綏吉劭矩步引領俯仰廊廟束帶矜莊徘徊瞻眺.mp4,//v.youku.com/v_show/id_XNDU4NzQzOTQ5Ng==.html?playMode=pugv,"https://m.ykimg.com/054F06015E6C718800000107EB059E9F?x-oss-process=image/resize,w_500",07:54,2020-3-14 15:00
始平公千字文39布射僚丸嵇琴阮嘯恬筆倫紙鈞巧任釣釋紛利俗並皆佳妙,//v.youku.com/v_show/id_XNDU4NjAzNjI0MA==.html?playMode=pugv,"https://m.ykimg.com/054F06015E6B29CE00000133E30B6F6D?x-oss-process=image/resize,w_500",07:29,2020-3-13 14:44
始平公千字文40毛施淑姿工顰妍笑年矢每催曦暉朗曜璇璣懸斡晦魄環照,//v.youku.com/v_show/id_XNDU4NjAzNjI5Mg==.html?playMode=pugv,"https://m.ykimg.com/054F06015E6B29EB000001284A0EDC58?x-oss-process=image/resize,w_500",09:28,2020-3-13 14:38
始平公千字文38骸垢想浴執熱願涼驢騾犢特駭躍超驤誅斬賊盜捕獲叛亡,//v.youku.com/v_show/id_XNDU4NjAzMDk0NA==.html?playMode=pugv,"https://m.ykimg.com/054F06015E6B290A00000119710A33DD?x-oss-process=image/resize,w_500",09:04,2020-3-13 14:37
始平公千字文35親戚故舊老少異糧妾御績紡侍巾帷房紈扇圓絜銀燭煒煌,//v.youku.com/v_show/id_XNDU4NjAyMDA5Ng==.html?playMode=pugv,"https://m.ykimg.com/054F06015E6B27C700000142150497C0?x-oss-process=image/resize,w_500",10:21,2020-3-13 14:36
始平公千字文37嫡後嗣續祭祀蒸嘗稽顙再拜悚懼恐惶箋牒簡要顧答審詳,//v.youku.com/v_show/id_XNDU4NjAyOTYzNg==.html?playMode=pugv,"https://m.ykimg.com/054F06015E6B2867000001714F052741?x-oss-process=image/resize,w_500",09:14,2020-3-13 14:35
始平公千字文36晝眠夕寐藍筍象床弦歌酒宴接杯舉觴矯手頓足悅豫且康,//v.youku.com/v_show/id_XNDU4NjAyODg4MA==.html?playMode=pugv,"https://m.ykimg.com/054F06015E6B2864000001248E0A52FA?x-oss-process=image/resize,w_500",08:39,2020-3-13 14:35
始平公千字文34易輶攸畏屬耳垣牆具膳餐飯適口充腸飽飫烹宰饑厭糟糠,//v.youku.com/v_show/id_XNDU4NjAyMDA3Ng==.html?playMode=pugv,"https://m.ykimg.com/054F06015E6B278500000116D20D6595?x-oss-process=image/resize,w_500",09:13,2020-3-13 14:33
始平公千字文33陳根委翳落葉飄搖游鶤獨運凌摩絳霄耽讀玩市寓目囊箱,//v.youku.com/v_show/id_XNDU4NjAxOTE4OA==.html?playMode=pugv,"https://m.ykimg.com/054F06015E6B27710000014CD7092C6A?x-oss-process=image/resize,w_500",09:50,2020-3-13 14:33
始平公千字文31兩疏見機解組誰逼索居閒處沉默寂寥求古尋論散慮逍遙,//v.youku.com/v_show/id_XNDU4NjAxMDc0NA==.html?playMode=pugv,"https://m.ykimg.com/054F06015E6B26290000016DBF07F1CB?x-oss-process=image/resize,w_500",09:01,2020-3-13 14:26
始平公千字文32欣奏累遣戚謝歡招渠荷的歷園莽抽條枇杷晚翠梧桐早凋,//v.youku.com/v_show/id_XNDU4NjAxMDgzNg==.html?playMode=pugv,"https://m.ykimg.com/054F06015E6B2631000001763508BB69?x-oss-process=image/resize,w_500",08:57,2020-3-13 14:26
始平公千字文30貽厥嘉猷勉其祗植省躬譏誡寵增抗極殆辱近恥林皋幸即,//v.youku.com/v_show/id_XNDU4NjAwOTc2NA==.html?playMode=pugv,"https://m.ykimg.com/054F06015E6B2606000001368C028CC6?x-oss-process=image/resize,w_500",09:30,2020-3-13 14:26
始平公千字文28治本於農務資稼穡俶載南畝我藝黍稷稅熟貢新勸賞黜陟,//v.youku.com/v_show/id_XNDU4NjAwMTQ1Ng==.html?playMode=pugv,"https://m.ykimg.com/054F06015E6B24E60000014DCA01E0C2?x-oss-process=image/resize,w_500",09:35,2020-3-13 14:17
始平公千字文29孟軻敦素史魚秉直庶幾中庸勞謙謹敕聆音察理鑒貌辨色,//v.youku.com/v_show/id_XNDU4NjAwMTU0NA==.html?playMode=pugv,"https://m.ykimg.com/054F06015E6B24E20000013FC80AB20E?x-oss-process=image/resize,w_500",09:13,2020-3-13 14:16
始平公千字文27雁門紫塞雞田赤城昆池碣石巨野洞庭曠遠綿邈岩岫杳冥,//v.youku.com/v_show/id_XNDU4NjAwMDk1Ng==.html?playMode=pugv,"https://m.ykimg.com/054F06015E6B24B800000163AC03D329?x-oss-process=image/resize,w_500",09:21,2020-3-13 14:15
始平公千字文26宣威沙漠馳譽丹青九州禹跡百郡秦并嶽宗泰岱禪主云亭,//v.youku.com/v_show/id_XNDU4NTk5MzAyMA==.html?playMode=pugv,"https://m.ykimg.com/054F06015E6B23720000016CB80A1BA7?x-oss-process=image/resize,w_500",08:00,2020-3-13 14:13
始平公千字文25假途滅虢踐土會盟何遵約法韓弊煩刑起翦頗牧用軍最精,//v.youku.com/v_show/id_XNDU4NTk5Mjk5Mg==.html?playMode=pugv,"https://m.ykimg.com/054F06015E6B23A10000017AA408F560?x-oss-process=image/resize,w_500",09:04,2020-3-13 14:13
始平公千字文24綺回漢惠說感武丁俊乂密勿多士寔寧晉楚更霸趙魏困橫,//v.youku.com/v_show/id_XNDU4NTk5Mjk0MA==.html?playMode=pugv,"https://m.ykimg.com/054F06015E6B238E000001082104A053?x-oss-process=image/resize,w_500",09:05,2020-3-13 14:12
始平公千字文22高冠陪輦驅轂振纓世祿侈富車駕肥輕策功茂實勒碑刻銘,//v.youku.com/v_show/id_XNDU4NTk4NDMyOA==.html?playMode=pugv,"https://m.ykimg.com/054F06015E6B224600000156950A97A8?x-oss-process=image/resize,w_500",09:20,2020-3-13 14:07
始平公千字文21杜稿鐘隸漆書壁經府羅將相路俠槐卿戶封八縣家給千兵,//v.youku.com/v_show/id_XNDU4NTk4NDMyNA==.html?playMode=pugv,"https://m.ykimg.com/054F06015E6B22460000014F5406840E?x-oss-process=image/resize,w_500",09:02,2020-3-13 14:06
始平公千字文23磻溪伊尹佐時阿衡奄宅曲阜微旦孰營桓公匡合濟弱扶傾,//v.youku.com/v_show/id_XNDU4NTk4NDMzNg==.html?playMode=pugv,"https://m.ykimg.com/054F06015E6B224C0000015698068652?x-oss-process=image/resize,w_500",09:31,2020-3-13 14:05
始平公千字文20陞階納陛弁轉疑星右通廣內左達承明既集墳典亦聚群英,//v.youku.com/v_show/id_XNDU4NTg0MDI3Ng==.html?playMode=pugv,"https://m.ykimg.com/054F06015E6B0740000001432A00F1E4?x-oss-process=image/resize,w_500",09:11,2020-3-13 12:12
始平公千字文19圖寫禽獸畫彩仙靈丙舍傍啟甲帳對楹肆筵設席鼓瑟吹笙,//v.youku.com/v_show/id_XNDU4NTgzODM2OA==.html?playMode=pugv,"https://m.ykimg.com/054F06015E6B073100000133E20D7AA2?x-oss-process=image/resize,w_500",10:08,2020-3-13 12:09
始平公千字文18都邑華夏東西二京背邙面洛浮渭據涇宮殿盤鬱樓觀飛驚,//v.youku.com/v_show/id_XNDU4NTgzMTMzNg==.html?playMode=pugv,"https://m.ykimg.com/054F06015E6B065C0000017B9D0CBBF9?x-oss-process=image/resize,w_500",09:57,2020-3-13 12:09
始平公千字文03劍號巨闕珠稱夜光果珍李柰菜重芥姜海咸河淡鱗潛羽翔,//v.youku.com/v_show/id_XNDU4NTc3OTkyNA==.html?playMode=pugv,"https://m.ykimg.com/054F06015E6AFF880000017361039A6A?x-oss-process=image/resize,w_500",11:12,2020-3-13 12:08
始平公千字文17性靜情逸心動神疲守真誌滿逐物意移堅持雅操好爵自縻,//v.youku.com/v_show/id_XNDU4NTgzMTIzMg==.html?playMode=pugv,"https://m.ykimg.com/054F06015E6B06730000013F020E13C9?x-oss-process=image/resize,w_500",10:47,2020-3-13 12:08
始平公千字文13篤初誠美慎終宜令榮業所基籍甚無竟學優登仕攝職從政,//v.youku.com/v_show/id_XNDU4NTgyMTcyOA==.html?playMode=pugv,"https://m.ykimg.com/054F06015E6B04FE00000162970A7552?x-oss-process=image/resize,w_500",10:34,2020-3-13 12:03
始平公千字文15外受傅訓入奉母儀諸姑伯叔猶子比兒孔懷兄弟同氣連枝,//v.youku.com/v_show/id_XNDU4NTgyMzM5Ng==.html?playMode=pugv,"https://m.ykimg.com/054F06015E6B04FC00000179C2070CD4?x-oss-process=image/resize,w_500",08:14,2020-3-13 11:59
始平公千字文14存以甘棠去而益詠樂殊貴賤禮別尊卑上和下睦夫唱婦隨,//v.youku.com/v_show/id_XNDU4NTgyMjA2MA==.html?playMode=pugv,"https://m.ykimg.com/054F06015E6B04DF0000013EA9067BBD?x-oss-process=image/resize,w_500",09:06,2020-3-13 11:59
始平公千字文12似蘭斯馨如松之盛川流不息淵澄取映容止若思言辭安定,//v.youku.com/v_show/id_XNDU4NTgxNDMyNA==.html?playMode=pugv,"https://m.ykimg.com/054F06015E6B03CA0000015B0C014E10?x-oss-process=image/resize,w_500",09:16,2020-3-13 11:57
始平公千字文11資父事君曰嚴與敬孝當竭力忠則盡命臨深履薄夙興溫清,//v.youku.com/v_show/id_XNDU4NTgxMTkzNg==.html?playMode=pugv,"https://m.ykimg.com/054F06015E6B03B30000011E0803DA63?x-oss-process=image/resize,w_500",10:36,2020-3-13 11:55
始平公千字文10空谷傳聲虛堂習聽禍因惡積福緣善慶尺璧非寶寸陰是競,//v.youku.com/v_show/id_XNDU4NTgxMTYxMg==.html?playMode=pugv,"https://m.ykimg.com/054F06015E6B03950000017E5305D257?x-oss-process=image/resize,w_500",10:22,2020-3-13 11:54
始平公千字文09墨悲絲染詩贊羔羊景行維賢克念作聖德建名立形端表正,//v.youku.com/v_show/id_XNDU4NTgwNTU4MA==.html?playMode=pugv,"https://m.ykimg.com/054F06015E6B027C0000012708023BF1?x-oss-process=image/resize,w_500",09:02,2020-3-13 11:51
始平公千字文07蓋此身發四大五常恭惟鞠養豈敢毀傷女慕貞潔男效才良,//v.youku.com/v_show/id_XNDU4NTgwMjIwOA==.html?playMode=pugv,"https://m.ykimg.com/054F06015E6B022F00000178D606CA16?x-oss-process=image/resize,w_500",09:25,2020-3-13 11:47
始平公千字文08知過必改得能莫忘罔談彼短靡恃己長信使可覆器欲難量,//v.youku.com/v_show/id_XNDU4NTgwMjM0MA==.html?playMode=pugv,"https://m.ykimg.com/054F06015E6B021C0000012C190C0FA7?x-oss-process=image/resize,w_500",08:49,2020-3-13 11:47
始平公千字文04龍師火帝鳥官人皇始製文字乃服衣裳推位讓國有虞陶唐,//v.youku.com/v_show/id_XNDU4NTc5MzA4OA==.html?playMode=pugv,"https://m.ykimg.com/054F06015E6B00D200000144EB0634EF?x-oss-process=image/resize,w_500",09:02,2020-3-13 11:47
始平公千字文05吊民伐罪周發殷湯坐朝問道垂拱平章愛育黎首臣伏戎羌,//v.youku.com/v_show/id_XNDU4NTc5MzExNg==.html?playMode=pugv,"https://m.ykimg.com/054F06015E6B00EA0000015B560D4798?x-oss-process=image/resize,w_500",08:45,2020-3-13 11:45
始平公千字文06遐邇壹體率賓歸王鳴鳳在樹白駒食場化被草木賴及萬方,//v.youku.com/v_show/id_XNDU4NTc5NTIwMA==.html?playMode=pugv,"https://m.ykimg.com/054F06015E6B014100000171130C4468?x-oss-process=image/resize,w_500",10:16,2020-3-13 11:45
始平公千字文01天地玄黃宇宙洪荒日月盈昃辰宿列張寒來暑往秋收冬藏(含解說),//v.youku.com/v_show/id_XNDU4NTc3OTk2NA==.html?playMode=pugv,"https://m.ykimg.com/054F06015E6B00020000014B890BE7AC?x-oss-process=image/resize,w_500",14:02,2020-3-13 11:39
始平公千字文02閏餘成歲律呂調陽雲騰致雨露結為霜金生麗水玉出昆岡,//v.youku.com/v_show/id_XNDU4NTc3OTkyMA==.html?playMode=pugv,"https://m.ykimg.com/054F06015E6AFF9F00000159FE0ECC20?x-oss-process=image/resize,w_500",11:08,2020-3-13 11:37
始平公10母眷屬鳳翥道場鸞騰兜率若悟洛人三槐,//v.youku.com/v_show/id_XNDU4NTY4Njk2NA==.html?playMode=pugv,"https://m.ykimg.com/054F06015E6AF2FF00000144440BC1D9?x-oss-process=image/resize,w_500",08:50,2020-3-13 10:43
始平公11獨秀九雲敷五有群生咸同斯願太和,//v.youku.com/v_show/id_XNDU4NTY4ODM0NA==.html?playMode=pugv,"https://m.ykimg.com/054F06015E6AF2F800000127C90EC5D9?x-oss-process=image/resize,w_500",06:47,2020-3-13 10:42
始平公12九月十四日朱義章書孟達文,//v.youku.com/v_show/id_XNDU4NTY4ODMwOA==.html?playMode=pugv,"https://m.ykimg.com/054F06015E6AF2CA00000153830065CB?x-oss-process=image/resize,w_500",05:11,2020-3-13 10:42
始平公02夫靈蹤啟則攀宗靡尋容像不陳則崇之必,//v.youku.com/v_show/id_XNDU4NTY1OTIzNg==.html?playMode=pugv,"https://m.ykimg.com/054F06015E6AEFF50000012138084649?x-oss-process=image/resize,w_500",14:22,2020-3-13 10:41
